shipment_id,dispatch_date,day_of_week,is_weekend,region,transport_mode,carrier,product_category,distance_km,shipment_weight_kg,transportation_cost_usd,promised_delivery_days,delivery_time_days,delay_days,is_delayed,fuel_surcharge_pct,damaged_in_transit,customer_satisfaction
SHP1740,2026-02-05,Thursday,False,East,Road,Carrier B,Textiles,784.7,245.8,44.36,3.0,2.44,-0.56,False,5.6,False,4.5
SHP1741,2026-05-02,Saturday,True,South,Road,Carrier D,Electronics,266.7,114.8,27.47,3.0,1.14,-1.86,False,7.7,False,5.0
SHP1742,2026-04-18,Saturday,True,West,Air,Carrier C,Consumer Goods,2143.6,494.8,535.44,1.5,1.67,0.17,True,8.2,True,4.0
SHP1743,2026-01-10,Saturday,True,East,Air,Carrier B,Consumer Goods,1465.7,478.7,412.61,1.5,0.86,-0.64,False,6.9,False,4.5
SHP1744,2026-04-05,Sunday,True,South,Air,Carrier A,Machinery,2029.5,1233.3,1051.78,1.5,1.31,-0.19,False,11.6,False,4.5
SHP1745,2026-01-06,Tuesday,False,Central,Road,Carrier B,Perishables,288.9,539.7,31.24,3.0,1.23,-1.77,False,10.7,False,4.5
SHP1746,2026-02-26,Thursday,False,South,Road,Carrier D,Consumer Goods,695.2,232.9,39.97,3.0,2.34,-0.66,False,10.5,False,4.0
SHP1747,2026-05-09,Saturday,True,East,Road,Carrier C,Textiles,292.6,397.9,40.11,3.0,2.2,-0.8,False,8.3,False,3.5
SHP1748,2026-03-12,Thursday,False,Central,Road,Carrier C,Consumer Goods,60.6,597.6,27.09,3.0,1.92,-1.08,False,6.4,False,4.5
SHP1749,2026-01-21,Wednesday,False,West,Road,Carrier B,Machinery,856.8,1081.4,110.01,3.0,2.72,-0.28,False,11.2,False,4.5
SHP1750,2026-04-02,Thursday,False,North,Road,Carrier C,Consumer Goods,538.5,162.3,31.52,3.0,1.95,-1.05,False,9.2,False,4.5
SHP1751,2026-05-07,Thursday,False,Central,Road,Carrier A,Machinery,236.2,657.8,36.3,3.0,0.8,-2.2,False,10.0,False,4.5
SHP1752,2026-03-21,Saturday,True,West,Rail,Carrier C,Textiles,843.2,432.8,92.51,4.5,3.45,-1.05,False,9.7,False,5.0
SHP1753,2026-02-25,Wednesday,False,South,Air,Carrier B,Consumer Goods,1396.2,195.9,211.1,1.5,0.51,-0.99,False,9.1,False,5.0
SHP1754,2026-04-26,Sunday,True,North,Sea,Carrier B,Textiles,3506.9,321.4,219.08,10.0,10.04,0.04,True,12.5,False,5.0
SHP1755,2026-05-28,Thursday,False,West,Sea,Carrier C,Machinery,4463.3,1583.3,303.74,10.0,10.41,0.41,True,7.2,False,4.5
SHP1756,2026-01-25,Sunday,True,West,Rail,Carrier D,Perishables,1126.0,439.7,82.74,4.5,4.33,-0.17,False,7.9,False,4.0
SHP1757,2026-06-05,Friday,False,East,Road,Carrier A,Machinery,500.7,1318.3,78.63,3.0,2.36,-0.64,False,11.8,False,4.5
SHP1758,2026-01-05,Monday,False,Central,Rail,Carrier D,Machinery,901.8,2009.2,143.19,4.5,3.78,-0.72,False,8.7,False,5.0
SHP1759,2026-04-30,Thursday,False,West,Air,Carrier A,Electronics,2555.1,149.5,251.65,1.5,0.65,-0.85,False,8.2,False,4.5
SHP1760,2026-01-21,Wednesday,False,North,Road,Carrier B,Electronics,64.9,102.5,26.59,3.0,0.74,-2.26,False,8.0,False,3.5
SHP1761,2026-01-18,Sunday,True,South,Road,Carrier A,Machinery,300.2,546.7,40.37,3.0,2.08,-0.92,False,9.9,False,4.5
SHP1762,2026-06-24,Wednesday,False,South,Sea,Carrier B,Consumer Goods,2325.6,349.4,232.18,10.0,8.19,-1.81,False,8.0,False,4.0
SHP1763,2026-02-26,Thursday,False,West,Road,Carrier B,Textiles,651.3,297.4,46.6,3.0,2.48,-0.52,False,7.8,False,4.0
SHP1764,2026-04-03,Friday,False,North,Rail,Carrier A,Perishables,641.3,118.0,62.09,4.5,2.3,-2.2,False,9.8,False,4.5
SHP1765,2026-01-19,Monday,False,East,Rail,Carrier B,Machinery,449.9,1498.9,82.89,4.5,2.02,-2.48,False,8.7,False,4.0
SHP1766,2026-05-08,Friday,False,West,Road,Carrier D,Electronics,559.9,157.1,33.18,3.0,2.13,-0.87,False,6.5,False,5.0
SHP1767,2026-04-07,Tuesday,False,Central,Road,Carrier A,Textiles,268.3,266.6,36.87,3.0,1.3,-1.7,False,8.6,False,4.5
SHP1768,2026-05-11,Monday,False,South,Road,Carrier C,Electronics,379.9,101.3,26.05,3.0,2.21,-0.79,False,11.3,False,4.5
SHP1769,2026-06-19,Friday,False,Central,Road,Carrier B,Electronics,926.2,195.0,39.52,3.0,2.72,-0.28,False,10.0,False,4.0
SHP1770,2026-01-21,Wednesday,False,North,Road,Carrier C,Electronics,607.4,136.9,32.63,3.0,2.51,-0.49,False,11.5,False,4.5
SHP1771,2026-02-09,Monday,False,Central,Sea,Carrier A,Textiles,3246.8,326.6,230.79,10.0,8.99,-1.01,False,7.0,False,4.0
SHP1772,2026-03-08,Sunday,True,North,Road,Carrier A,Electronics,425.8,113.8,26.67,3.0,3.08,0.08,True,10.6,False,4.5
SHP1773,2026-06-02,Tuesday,False,South,Road,Carrier A,Textiles,631.5,343.4,49.17,3.0,2.93,-0.07,False,7.2,False,3.5
SHP1774,2026-05-07,Thursday,False,West,Road,Carrier A,Textiles,582.6,290.1,44.37,3.0,1.82,-1.18,False,6.0,False,4.5
SHP1775,2026-02-24,Tuesday,False,North,Sea,Carrier A,Textiles,3590.7,856.8,252.64,10.0,10.18,0.18,True,6.9,False,4.5
SHP1776,2026-06-29,Monday,False,South,Road,Carrier C,Textiles,470.7,524.9,57.46,3.0,2.84,-0.16,False,8.8,False,4.5
SHP1777,2026-06-21,Sunday,True,West,Road,Carrier D,Consumer Goods,154.0,529.8,38.36,3.0,1.44,-1.56,False,10.6,False,4.5
SHP1778,2026-04-19,Sunday,True,West,Sea,Carrier D,Electronics,1472.0,376.3,249.38,10.0,6.5,-3.5,False,9.1,False,5.0
SHP1779,2026-04-08,Wednesday,False,West,Sea,Carrier C,Textiles,3287.8,197.2,233.2,10.0,8.23,-1.77,False,8.2,False,4.5
SHP1780,2026-04-22,Wednesday,False,West,Road,Carrier A,Electronics,323.3,198.8,33.64,3.0,1.39,-1.61,False,6.4,False,5.0
SHP1781,2026-04-25,Saturday,True,East,Sea,Carrier A,Electronics,4203.3,120.9,226.58,10.0,10.98,0.98,True,9.9,False,5.0
SHP1782,2026-04-27,Monday,False,South,Road,Carrier B,Machinery,489.4,2539.0,135.51,3.0,2.03,-0.97,False,10.4,False,4.5
SHP1783,2026-03-28,Saturday,True,South,Road,Carrier A,Textiles,295.4,180.9,29.76,3.0,1.96,-1.04,False,9.1,True,4.5
SHP1784,2026-03-22,Sunday,True,North,Road,Carrier B,Consumer Goods,482.6,767.2,60.08,3.0,2.97,-0.03,False,6.4,False,5.0
SHP1785,2026-03-07,Saturday,True,Central,Road,Carrier B,Textiles,366.4,194.2,33.07,3.0,2.23,-0.77,False,10.1,False,4.0
SHP1786,2026-01-19,Monday,False,East,Air,Carrier B,Consumer Goods,3246.6,122.4,248.46,1.5,1.53,0.03,True,11.0,False,4.5
SHP1787,2026-05-15,Friday,False,South,Road,Carrier B,Electronics,527.2,206.9,39.27,3.0,1.52,-1.48,False,11.6,False,4.5
SHP1788,2026-04-28,Tuesday,False,East,Road,Carrier D,Electronics,137.9,246.8,23.34,3.0,1.18,-1.82,False,7.6,False,4.5
SHP1789,2026-02-11,Wednesday,False,Central,Air,Carrier C,Electronics,3074.4,242.6,397.26,1.5,1.07,-0.43,False,9.4,False,4.5
SHP1790,2026-02-11,Wednesday,False,North,Air,Carrier B,Electronics,1356.8,56.7,132.91,1.5,0.9,-0.6,False,7.4,False,5.0
SHP1791,2026-02-28,Saturday,True,East,Road,Carrier D,Textiles,255.1,342.0,35.18,3.0,2.26,-0.74,False,6.7,True,3.5
SHP1792,2026-01-20,Tuesday,False,East,Rail,Carrier D,Machinery,1650.3,1678.3,173.94,4.5,3.2,-1.3,False,11.7,False,5.0
SHP1793,2026-03-14,Saturday,True,West,Road,Carrier B,Electronics,519.2,72.1,35.18,3.0,2.62,-0.38,False,9.6,False,4.5
SHP1794,2026-01-17,Saturday,True,North,Air,Carrier B,Consumer Goods,2290.5,649.8,618.22,1.5,1.89,0.39,True,11.1,False,4.0
SHP1795,2026-01-27,Tuesday,False,Central,Rail,Carrier B,Consumer Goods,1156.6,628.3,96.57,4.5,3.56,-0.94,False,6.1,False,5.0
SHP1796,2026-06-24,Wednesday,False,Central,Sea,Carrier D,Perishables,3252.8,1259.4,294.86,10.0,9.22,-0.78,False,9.1,False,4.5
SHP1797,2026-01-02,Friday,False,East,Road,Carrier D,Electronics,335.5,27.2,24.05,3.0,1.63,-1.37,False,9.5,False,4.5
SHP1798,2026-03-04,Wednesday,False,West,Road,Carrier A,Electronics,368.1,54.2,26.59,3.0,1.65,-1.35,False,6.8,False,4.5
SHP1799,2026-03-03,Tuesday,False,Central,Road,Carrier B,Electronics,771.8,102.9,35.24,3.0,1.91,-1.09,False,11.5,False,5.0
SHP1800,2026-04-10,Friday,False,West,Road,Carrier B,Electronics,490.8,334.4,36.99,3.0,2.09,-0.91,False,8.0,False,4.5
SHP1801,2026-01-19,Monday,False,North,Road,Carrier B,Textiles,712.6,511.6,61.64,3.0,1.76,-1.24,False,9.4,False,4.0
SHP1802,2026-01-17,Saturday,True,East,Sea,Carrier A,Perishables,3408.3,895.2,274.44,10.0,10.39,0.39,True,7.4,False,4.5
SHP1803,2026-03-10,Tuesday,False,West,Road,Carrier D,Perishables,298.9,876.8,53.11,3.0,1.41,-1.59,False,6.1,False,5.0
SHP1804,2026-06-16,Tuesday,False,East,Road,Carrier C,Consumer Goods,161.6,971.6,44.6,3.0,1.8,-1.2,False,10.3,False,5.0
SHP1805,2026-04-27,Monday,False,West,Air,Carrier D,Machinery,2253.6,669.8,506.16,1.5,1.37,-0.13,False,9.3,False,4.5
SHP1806,2026-03-22,Sunday,True,Central,Road,Carrier D,Consumer Goods,788.8,741.4,74.87,3.0,2.69,-0.31,False,9.0,False,5.0
SHP1807,2026-02-08,Sunday,True,Central,Air,Carrier C,Electronics,1179.8,457.3,304.97,1.5,1.33,-0.17,False,7.9,False,4.5
SHP1808,2026-02-05,Thursday,False,East,Road,Carrier B,Textiles,552.7,487.9,55.05,3.0,1.88,-1.12,False,9.2,False,5.0
SHP1809,2026-06-17,Wednesday,False,North,Road,Carrier C,Textiles,174.9,200.8,29.36,3.0,1.51,-1.49,False,11.0,False,4.5
SHP1810,2026-06-22,Monday,False,Central,Road,Carrier A,Electronics,338.9,314.7,31.15,3.0,2.03,-0.97,False,7.1,False,4.5
SHP1811,2026-05-12,Tuesday,False,Central,Road,Carrier C,Electronics,503.6,256.1,38.6,3.0,1.76,-1.24,False,9.6,False,4.0
SHP1812,2026-06-02,Tuesday,False,North,Sea,Carrier A,Machinery,1426.0,1618.1,228.16,10.0,6.15,-3.85,False,8.9,False,4.0
SHP1813,2026-06-07,Sunday,True,Central,Road,Carrier C,Machinery,446.4,563.4,55.03,3.0,2.56,-0.44,False,8.1,False,4.5
SHP1814,2026-01-29,Thursday,False,Central,Road,Carrier A,Textiles,282.7,231.0,32.21,3.0,1.14,-1.86,False,5.2,False,4.5
SHP1815,2026-02-20,Friday,False,East,Road,Carrier A,Textiles,571.0,271.5,36.09,3.0,2.34,-0.66,False,8.5,False,5.0
SHP1816,2026-06-01,Monday,False,East,Road,Carrier A,Textiles,416.9,442.1,41.37,3.0,1.77,-1.23,False,9.8,False,4.5
SHP1817,2026-01-14,Wednesday,False,South,Sea,Carrier A,Electronics,4627.3,174.9,237.37,10.0,11.52,1.52,True,9.1,False,3.0
SHP1818,2026-03-10,Tuesday,False,North,Road,Carrier C,Perishables,394.1,502.1,36.33,3.0,1.44,-1.56,False,5.6,False,4.0
SHP1819,2026-05-26,Tuesday,False,South,Rail,Carrier C,Electronics,423.2,282.0,66.95,4.5,2.25,-2.25,False,11.0,False,5.0
SHP1820,2026-06-19,Friday,False,West,Sea,Carrier B,Electronics,1715.6,71.7,184.53,10.0,5.88,-4.12,False,11.8,True,4.0
SHP1821,2026-02-26,Thursday,False,North,Rail,Carrier A,Consumer Goods,231.8,234.4,62.36,4.5,1.67,-2.83,False,8.3,False,5.0
SHP1822,2026-01-12,Monday,False,South,Sea,Carrier A,Machinery,4259.5,1305.7,322.63,10.0,10.14,0.14,True,13.1,False,4.5
SHP1823,2026-01-17,Saturday,True,South,Road,Carrier A,Consumer Goods,961.5,322.2,66.31,3.0,3.4,0.4,True,6.8,False,4.0
SHP1824,2026-01-30,Friday,False,East,Road,Carrier A,Perishables,537.0,1094.8,77.75,3.0,2.09,-0.91,False,6.0,False,4.0
SHP1825,2026-03-29,Sunday,True,Central,Road,Carrier D,Textiles,784.4,148.2,42.79,3.0,2.59,-0.41,False,6.5,False,3.0
SHP1826,2026-04-09,Thursday,False,South,Air,Carrier A,Perishables,2593.5,334.0,370.49,1.5,1.31,-0.19,False,9.0,False,4.5
SHP1827,2026-01-23,Friday,False,South,Sea,Carrier B,Electronics,2878.0,20.8,194.84,10.0,7.99,-2.01,False,4.9,False,4.0
SHP1828,2026-05-09,Saturday,True,West,Road,Carrier A,Electronics,703.1,209.4,43.25,3.0,2.99,-0.01,False,7.9,False,4.0
SHP1829,2026-03-20,Friday,False,East,Rail,Carrier A,Consumer Goods,732.5,389.5,74.01,4.5,2.53,-1.97,False,14.4,False,4.5
SHP1830,2026-02-01,Sunday,True,South,Road,Carrier B,Machinery,358.3,587.4,46.21,3.0,1.83,-1.17,False,5.5,False,5.0
SHP1831,2026-01-09,Friday,False,East,Rail,Carrier C,Textiles,827.0,262.3,67.78,4.5,2.34,-2.16,False,7.4,False,3.5
SHP1832,2026-01-15,Thursday,False,North,Road,Carrier A,Textiles,417.8,831.9,62.28,3.0,1.4,-1.6,False,6.4,False,5.0
SHP1833,2026-06-05,Friday,False,North,Sea,Carrier A,Consumer Goods,4293.6,284.3,219.23,10.0,11.6,1.6,True,7.9,False,3.0
SHP1834,2026-06-01,Monday,False,East,Rail,Carrier B,Electronics,665.2,129.3,58.65,4.5,2.11,-2.39,False,7.8,False,4.5
SHP1835,2026-06-12,Friday,False,South,Road,Carrier A,Perishables,627.8,305.5,39.37,3.0,2.16,-0.84,False,7.2,False,4.5
SHP1836,2026-01-27,Tuesday,False,Central,Road,Carrier A,Perishables,624.9,216.4,39.16,3.0,2.28,-0.72,False,8.2,False,4.5
SHP1837,2026-04-19,Sunday,True,South,Road,Carrier D,Consumer Goods,518.6,652.3,70.69,3.0,2.84,-0.16,False,9.8,False,4.5
SHP1838,2026-03-17,Tuesday,False,East,Road,Carrier C,Consumer Goods,837.9,125.5,33.02,3.0,3.22,0.22,True,11.3,False,4.0
SHP1839,2026-05-28,Thursday,False,West,Road,Carrier B,Perishables,707.5,945.4,99.84,3.0,2.31,-0.69,False,7.9,False,4.5
SHP1840,2026-03-06,Friday,False,North,Sea,Carrier B,Consumer Goods,4783.7,734.0,269.99,10.0,11.58,1.58,True,8.5,False,3.5
SHP1841,2026-06-26,Friday,False,West,Rail,Carrier B,Consumer Goods,923.2,533.8,80.34,4.5,2.66,-1.84,False,9.4,False,4.0
SHP1842,2026-04-19,Sunday,True,North,Road,Carrier B,Perishables,520.4,522.8,49.55,3.0,2.34,-0.66,False,6.0,False,4.0
SHP1843,2026-05-09,Saturday,True,Central,Road,Carrier C,Textiles,554.8,303.7,42.69,3.0,2.28,-0.72,False,8.2,False,5.0
SHP1844,2026-01-10,Saturday,True,North,Sea,Carrier C,Textiles,3515.9,76.4,208.38,10.0,10.96,0.96,True,7.5,False,4.0
SHP1845,2026-02-16,Monday,False,South,Air,Carrier A,Consumer Goods,1537.1,599.0,386.89,1.5,1.04,-0.46,False,10.4,False,4.5
SHP1846,2026-05-03,Sunday,True,North,Road,Carrier B,Electronics,20.0,250.3,23.85,3.0,2.22,-0.78,False,12.0,False,4.0
SHP1847,2026-02-28,Saturday,True,Central,Air,Carrier B,Consumer Goods,2302.4,493.6,596.17,1.5,1.82,0.32,True,6.9,False,4.0
SHP1848,2026-04-06,Monday,False,East,Road,Carrier D,Perishables,658.3,718.0,73.29,3.0,2.49,-0.51,False,11.1,False,4.0
SHP1849,2026-04-13,Monday,False,East,Road,Carrier C,Consumer Goods,217.8,348.9,32.53,3.0,0.54,-2.46,False,5.6,False,4.5
SHP1850,2026-05-04,Monday,False,North,Road,Carrier B,Textiles,571.0,663.6,58.42,3.0,1.67,-1.33,False,8.9,False,4.5
SHP1851,2026-03-27,Friday,False,West,Road,Carrier A,Machinery,331.7,1527.8,70.58,3.0,1.62,-1.38,False,9.0,False,4.0
SHP1852,2026-05-26,Tuesday,False,North,Road,Carrier C,Consumer Goods,376.7,564.3,41.39,3.0,1.71,-1.29,False,5.5,False,5.0
SHP1853,2026-04-22,Wednesday,False,Central,Sea,Carrier A,Consumer Goods,5072.9,766.3,252.55,10.0,12.19,2.19,True,6.8,False,3.0
SHP1854,2026-06-23,Tuesday,False,North,Sea,Carrier B,Consumer Goods,2311.2,520.4,236.91,10.0,7.38,-2.62,False,6.6,False,4.5
SHP1855,2026-06-09,Tuesday,False,North,Rail,Carrier A,Electronics,552.7,365.9,67.65,4.5,2.49,-2.01,False,5.9,False,4.0
SHP1856,2026-01-27,Tuesday,False,North,Road,Carrier C,Machinery,811.0,1332.3,125.43,3.0,2.82,-0.18,False,3.2,True,4.0
SHP1857,2026-01-18,Sunday,True,East,Road,Carrier A,Electronics,420.9,141.1,28.41,3.0,2.94,-0.06,False,8.1,False,4.5
SHP1858,2026-06-16,Tuesday,False,East,Rail,Carrier B,Textiles,1336.3,244.3,72.81,4.5,3.89,-0.61,False,8.3,False,4.0
SHP1859,2026-06-26,Friday,False,North,Road,Carrier D,Textiles,130.3,234.5,25.19,3.0,1.73,-1.27,False,8.3,False,4.5
SHP1860,2026-03-23,Monday,False,West,Road,Carrier A,Textiles,146.3,593.9,34.09,3.0,0.5,-2.5,False,10.0,False,4.5
SHP1861,2026-06-21,Sunday,True,East,Road,Carrier B,Textiles,267.4,478.9,42.59,3.0,2.54,-0.46,False,4.6,False,5.0
SHP1862,2026-03-13,Friday,False,East,Sea,Carrier B,Consumer Goods,2922.2,637.8,264.98,10.0,8.47,-1.53,False,7.7,False,4.0
SHP1863,2026-02-23,Monday,False,East,Road,Carrier A,Electronics,169.3,282.2,27.83,3.0,0.57,-2.43,False,13.6,False,4.5
SHP1864,2026-06-11,Thursday,False,South,Road,Carrier C,Machinery,523.9,3508.2,173.23,3.0,1.28,-1.72,False,10.3,False,4.5
SHP1865,2026-03-12,Thursday,False,East,Air,Carrier A,Textiles,2104.2,86.0,171.95,1.5,0.77,-0.73,False,10.3,False,3.5
SHP1866,2026-06-13,Saturday,True,North,Road,Carrier B,Electronics,270.4,194.2,30.31,3.0,2.32,-0.68,False,6.5,False,4.0
SHP1867,2026-05-26,Tuesday,False,North,Road,Carrier B,Electronics,286.3,193.0,31.01,3.0,1.08,-1.92,False,8.1,False,4.5
SHP1868,2026-02-07,Saturday,True,Central,Road,Carrier C,Consumer Goods,312.6,617.3,40.62,3.0,2.15,-0.85,False,3.9,False,4.0
SHP1869,2026-05-17,Sunday,True,Central,Road,Carrier C,Consumer Goods,217.0,1198.3,44.94,3.0,2.74,-0.26,False,9.7,False,4.5
SHP1870,2026-06-28,Sunday,True,South,Air,Carrier A,Consumer Goods,20.0,548.4,129.69,1.5,1.11,-0.39,False,11.3,False,3.5
SHP1871,2026-02-04,Wednesday,False,South,Road,Carrier A,Consumer Goods,433.0,915.5,64.2,3.0,1.56,-1.44,False,5.6,False,4.5
SHP1872,2026-03-23,Monday,False,West,Road,Carrier C,Electronics,363.9,201.5,29.0,3.0,1.92,-1.08,False,6.2,False,3.5
SHP1873,2026-05-13,Wednesday,False,South,Sea,Carrier B,Perishables,3106.2,793.2,266.21,10.0,8.32,-1.68,False,8.4,False,4.0
SHP1874,2026-05-22,Friday,False,North,Sea,Carrier D,Machinery,2285.8,1116.3,258.37,10.0,6.65,-3.35,False,8.8,False,4.0
SHP1875,2026-06-07,Sunday,True,North,Sea,Carrier D,Textiles,4472.6,130.9,256.94,10.0,11.76,1.76,True,7.4,False,3.5
SHP1876,2026-01-04,Sunday,True,West,Road,Carrier D,Textiles,935.1,744.6,88.6,3.0,3.09,0.09,True,6.9,False,4.0
SHP1877,2026-06-16,Tuesday,False,West,Road,Carrier B,Perishables,283.2,759.8,38.66,3.0,1.43,-1.57,False,6.9,False,4.0
SHP1878,2026-06-02,Tuesday,False,North,Sea,Carrier B,Machinery,5179.6,1712.4,395.46,10.0,12.86,2.86,True,8.4,False,2.0
SHP1879,2026-06-05,Friday,False,South,Air,Carrier C,Machinery,2056.7,1653.7,1235.43,1.5,1.39,-0.11,False,9.7,False,4.0
SHP1880,2026-05-30,Saturday,True,South,Road,Carrier B,Electronics,457.1,293.9,40.71,3.0,2.6,-0.4,False,8.4,False,4.5
SHP1881,2026-06-08,Monday,False,West,Road,Carrier A,Textiles,381.2,184.8,28.71,3.0,2.47,-0.53,False,8.2,False,4.5
SHP1882,2026-01-23,Friday,False,North,Road,Carrier D,Textiles,433.4,138.5,32.29,3.0,1.7,-1.3,False,5.0,False,4.5
SHP1883,2026-02-17,Tuesday,False,North,Sea,Carrier D,Machinery,4879.5,569.9,242.66,10.0,12.88,2.88,True,10.2,False,2.5
SHP1884,2026-05-28,Thursday,False,West,Road,Carrier B,Electronics,222.4,103.3,27.51,3.0,1.65,-1.35,False,8.4,False,3.5
SHP1885,2026-05-05,Tuesday,False,North,Road,Carrier A,Consumer Goods,395.0,82.3,26.9,3.0,1.42,-1.58,False,7.6,True,4.5
SHP1886,2026-06-15,Monday,False,West,Road,Carrier B,Electronics,699.8,212.4,39.47,3.0,1.97,-1.03,False,9.0,False,4.5
SHP1887,2026-02-24,Tuesday,False,South,Rail,Carrier D,Perishables,1244.3,429.6,76.02,4.5,2.69,-1.81,False,6.8,False,4.0
SHP1888,2026-03-09,Monday,False,North,Sea,Carrier D,Consumer Goods,2152.9,428.2,227.17,10.0,6.38,-3.62,False,7.7,True,4.0
SHP1889,2026-03-29,Sunday,True,South,Road,Carrier A,Textiles,413.5,500.1,49.58,3.0,2.18,-0.82,False,8.7,False,4.5
SHP1890,2026-01-01,Thursday,False,West,Air,Carrier A,Perishables,2309.6,1781.7,1450.14,1.5,1.68,0.18,True,7.1,False,4.5
SHP1891,2026-05-15,Friday,False,Central,Sea,Carrier D,Machinery,4296.1,927.6,316.49,10.0,10.74,0.74,True,5.2,False,4.5
SHP1892,2026-04-05,Sunday,True,Central,Road,Carrier B,Textiles,645.0,216.8,41.26,3.0,3.28,0.28,True,4.9,False,5.0
SHP1893,2026-05-20,Wednesday,False,South,Road,Carrier B,Consumer Goods,526.9,509.7,52.78,3.0,1.5,-1.5,False,9.4,False,4.0
SHP1894,2026-04-16,Thursday,False,West,Road,Carrier D,Consumer Goods,560.4,439.3,47.51,3.0,2.68,-0.32,False,8.4,False,4.0
SHP1895,2026-05-13,Wednesday,False,North,Air,Carrier A,Machinery,2040.0,4330.3,3142.35,1.5,0.88,-0.62,False,8.4,False,4.5
SHP1896,2026-04-18,Saturday,True,South,Rail,Carrier C,Textiles,1452.9,103.9,63.29,4.5,4.34,-0.16,False,6.2,False,4.5
SHP1897,2026-06-27,Saturday,True,Central,Rail,Carrier A,Electronics,752.4,217.6,72.95,4.5,2.99,-1.51,False,8.5,False,5.0
SHP1898,2026-02-11,Wednesday,False,North,Air,Carrier B,Perishables,1833.7,425.9,336.56,1.5,0.9,-0.6,False,7.7,False,4.5
SHP1899,2026-04-12,Sunday,True,North,Road,Carrier D,Textiles,247.0,315.1,34.95,3.0,1.98,-1.02,False,7.3,False,5.0
SHP1900,2026-05-04,Monday,False,North,Sea,Carrier B,Machinery,2045.6,1271.2,259.75,10.0,7.43,-2.57,False,8.3,False,4.5
SHP1901,2026-05-20,Wednesday,False,North,Road,Carrier D,Textiles,515.0,514.5,52.0,3.0,1.4,-1.6,False,9.1,False,4.0
SHP1902,2026-04-13,Monday,False,North,Road,Carrier B,Perishables,305.2,746.6,47.29,3.0,1.28,-1.72,False,12.0,False,5.0
SHP1903,2026-05-26,Tuesday,False,East,Rail,Carrier B,Electronics,879.8,181.0,65.36,4.5,2.38,-2.12,False,9.6,False,4.5
SHP1904,2026-03-15,Sunday,True,East,Air,Carrier A,Textiles,2932.4,604.6,697.57,1.5,2.37,0.87,True,10.2,False,4.0
SHP1905,2026-04-18,Saturday,True,Central,Road,Carrier B,Perishables,762.0,674.5,62.54,3.0,3.04,0.04,True,10.7,False,4.0
SHP1906,2026-05-02,Saturday,True,West,Sea,Carrier B,Consumer Goods,6168.9,128.0,234.34,10.0,14.15,4.15,True,7.0,False,2.0
SHP1907,2026-01-17,Saturday,True,South,Sea,Carrier A,Electronics,5465.2,263.1,269.55,10.0,14.5,4.5,True,7.9,True,2.0
SHP1908,2026-03-12,Thursday,False,South,Road,Carrier B,Machinery,930.6,1724.9,170.94,3.0,2.96,-0.04,False,6.7,False,4.0
SHP1909,2026-03-03,Tuesday,False,South,Sea,Carrier B,Consumer Goods,4023.8,863.4,267.66,10.0,9.91,-0.09,False,7.1,False,4.5
SHP1910,2026-02-10,Tuesday,False,East,Road,Carrier C,Electronics,269.4,260.2,31.67,3.0,1.47,-1.53,False,7.6,False,4.5
SHP1911,2026-04-29,Wednesday,False,South,Road,Carrier C,Textiles,249.9,198.0,28.54,3.0,1.68,-1.32,False,7.1,False,4.5
SHP1912,2026-06-11,Thursday,False,West,Road,Carrier C,Electronics,729.3,13.5,28.72,3.0,1.68,-1.32,False,8.9,False,4.5
SHP1913,2026-02-14,Saturday,True,South,Sea,Carrier A,Machinery,3562.0,2294.8,379.84,10.0,10.64,0.64,True,9.4,False,4.0
SHP1914,2026-02-27,Friday,False,East,Rail,Carrier A,Textiles,944.1,327.3,68.59,4.5,3.08,-1.42,False,5.9,False,4.0
SHP1915,2026-06-28,Sunday,True,East,Road,Carrier C,Textiles,340.2,225.3,34.24,3.0,2.08,-0.92,False,7.9,False,4.0
SHP1916,2026-05-06,Wednesday,False,South,Road,Carrier B,Textiles,364.2,211.8,31.69,3.0,2.75,-0.25,False,7.9,False,4.0
SHP1917,2026-06-11,Thursday,False,Central,Rail,Carrier A,Consumer Goods,1034.3,560.7,99.01,4.5,2.36,-2.14,False,5.6,False,4.0
SHP1918,2026-02-13,Friday,False,West,Road,Carrier D,Electronics,239.0,138.5,26.18,3.0,2.0,-1.0,False,7.0,False,4.0
SHP1919,2026-01-15,Thursday,False,North,Sea,Carrier C,Electronics,3808.6,80.3,203.49,10.0,9.91,-0.09,False,10.2,False,5.0
SHP1920,2026-03-19,Thursday,False,Central,Sea,Carrier B,Consumer Goods,5313.3,200.7,216.78,10.0,12.34,2.34,True,10.2,False,3.0
SHP1921,2026-03-11,Wednesday,False,East,Road,Carrier A,Machinery,23.3,1277.2,26.69,3.0,1.19,-1.81,False,5.2,False,4.5
SHP1922,2026-06-27,Saturday,True,Central,Sea,Carrier C,Consumer Goods,1650.4,299.9,236.0,10.0,6.92,-3.08,False,9.4,False,5.0
SHP1923,2026-04-11,Saturday,True,West,Road,Carrier C,Machinery,585.1,724.0,80.38,3.0,1.86,-1.14,False,5.6,False,4.5
SHP1924,2026-06-09,Tuesday,False,East,Sea,Carrier C,Consumer Goods,5136.8,1023.0,297.27,10.0,12.47,2.47,True,7.7,False,2.5
SHP1925,2026-01-03,Saturday,True,North,Rail,Carrier C,Textiles,728.5,177.8,74.03,4.5,3.28,-1.22,False,8.3,False,5.0
